截止日期,公告日期,编号,股东名称,持股数量,占流通股比例,股本性质,symbol
2007-12-31,,4,上海上实(集团)有限公司,157526640,4.452,国有股,600000
2007-12-31,,5,中国平安人寿保险股份有限公司－传统－普通保险产品,119770872,3.385,境内法人股,600000
2007-12-31,,6,中国平安人寿保险股份有限公司－分红－个险分红,74751104,2.113,境内法人股,600000
2007-12-31,,7,百联集团有限公司,61799700,1.747,国有股,600000
2007-12-31,,8,中国烟草总公司江苏省公司,52305224,1.478,国有股,600000
2007-12-31,,9,交通银行－易方达50 指数证券投资基金,47978008,1.356,境内法人股,600000
2007-12-31,,10,中国工商银行－广发聚丰股票型证券投资基金,41369584,1.169,境内法人股,600000
2007-09-30,,1,上海国际集团有限公司,195790304,6.005,国有股,600000
2007-09-30,,2,上海国际信托投资有限公司,195750000,6.003,国有股,600000
2007-09-30,,3,上海上实(集团)有限公司,173440304,5.319,国有股,600000
2007-09-30,,4,CITIBANK OVERSEAS INVESTMENT CORPORATION,164563440,5.047,境外法人股,600000
2007-09-30,,5,百联集团有限公司,62900000,1.929,国有股,600000
2007-09-30,,6,中国烟草总公司江苏省公司（江苏省烟草公司）,52305224,1.604,国有股,600000
2007-09-30,,7,国家电网公司,50512548,1.549,国有股,600000
2007-09-30,,8,南方成份精选股票型证券投资基金,47786004,1.466,境内法人股,600000
2007-09-30,,9,南方绩优成长股票型证券投资基金,45842272,1.406,境内法人股,600000
2007-09-30,,10,南方稳健成长贰号证券投资基金,37964200,1.164,境内法人股,600000
2007-06-30,,1,上海国际集团有限公司,195790304,6.005,国有股,600000
2007-06-30,,2,上海国际信托投资有限公司,195750000,6.003,国有股,600000
2007-06-30,,3,上海上实(集团)有限公司,173440304,5.319,国有股,600000
2007-06-30,,4,CITIBANK OVERSEAS INVESTMENT CORPORATION,164563440,5.047,境外法人股,600000
2007-06-30,,5,国家电网公司,96122648,2.948,国有股,600000
2007-06-30,,6,百联集团有限公司,62919376,1.93,国有股,600000
2007-06-30,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,52305224,1.604,国有股,600000
2007-06-30,,8,中国工商银行-南方稳健成长贰号证券投资基金,38295100,1.174,境内法人股,600000
2007-06-30,,9,上海市邮政局,36784368,1.128,境内法人股,600000
2007-06-30,,10,中国平安人寿保险股份有限公司－传统－普通保险产品,36466784,1.118,境内法人股,600000
2007-03-31,,1,中国平安人寿保险股份有限公司－传统－普通保险产品,36466784,2.737,境内法人股,600000
2007-03-31,,2,国际金融－汇丰－MORGAN STANLEY & CO. INTERNATIONAL LIMITED,33539054,2.517,境外法人股,600000
2007-03-31,,3,中国农业银行-交银施罗德精选股票证券投资基金,30932158,2.322,境内法人股,600000
2007-03-31,,4,中信证券－工行－CREDIT SUISSE (HONG KONG) LIMITED,29425184,2.209,境外法人股,600000
2007-03-31,,5,中国工商银行-广发策略优选混合型证券投资基金,28631246,2.149,境内法人股,600000
2007-03-31,,6,中国平安人寿保险股份有限公司－分红－个险分红,25448680,1.91,境内法人股,600000
2007-03-31,,7,中国农业银行-景顺长城内需增长贰号股票型证券投资基金,23163528,1.739,境内法人股,600000
2007-03-31,,8,中国工商银行-诺安价值增长股票证券投资基金,21564352,1.619,境内法人股,600000
2007-03-31,,9,中国工商银行-汇添富成长焦点股票型证券投资基金,19839188,1.489,境内法人股,600000
2007-03-31,,10,中国建设银行-工银瑞信稳健成长股票型证券投资基金,19029736,1.428,境内法人股,600000
2006-12-31,,1,国际金融－汇丰－MORGAN STANLEY & CO. INTERNATIONAL LIMITED,39812324,2.988,境外法人股,600000
2006-12-31,,2,中信证券－工行－CREDIT SUISSE (HONG KONG) LIMITED,36705988,2.755,境外法人股,600000
2006-12-31,,3,中国平安人寿保险股份有限公司－传统－普通保险产品,36466784,2.737,境内法人股,600000
2006-12-31,,4,中国农业银行-景顺长城内需增长贰号股票型证券投资基金,30663528,2.302,境内法人股,600000
2006-12-31,,5,中国工商银行-广发策略优选混合型证券投资基金,28806870,2.162,境内法人股,600000
2006-12-31,,6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,28295996,2.124,境内法人股,600000
2006-12-31,,7,中国平安人寿保险股份有限公司－分红－个险分红,25448680,1.91,境内法人股,600000
2006-12-31,,8,中国工商银行-诺安价值增长股票证券投资基金,24536968,1.842,境内法人股,600000
2006-12-31,,9,裕隆证券投资基金,20987472,1.575,境内法人股,600000
2006-12-31,,10,UBS AG,20727468,1.556,境外法人股,600000
2006-09-30,,1,中国平安人寿保险股份有限公司-传统-普通保险产品,33151620,2.833,境内法人股,600000
2006-09-30,,2,裕隆证券投资基金,31730092,2.712,境内法人股,600000
2006-09-30,,3,国际金融-汇丰-MORGAN STANLEY & CO. INTERNATIONAL,27525528,2.353,境外法人股,600000
2006-09-30,,4,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,25000000,2.137,境内法人股,600000
2006-09-30,,5,汉盛证券投资基金,24022762,2.053,境内法人股,600000
2006-09-30,,6,中国平安人寿保险股份有限公司-分红-个险分红,23135164,1.977,境内法人股,600000
2006-09-30,,7,中国银行-银华优质增长股票型证券投资基金,22399636,1.914,境内法人股,600000
2006-09-30,,8,中国工商银行-广发策略优选混合型证券投资基金,21364404,1.826,境内法人股,600000
2006-09-30,,9,海通－中行－FORTIS BANK SA/NV,14784726,1.264,境外法人股,600000
2006-09-30,,10,中信证券-工行-CREDIT SUISSE (HONG KONG) LIMITED,13936535,1.191,境外法人股,600000
2006-06-30,,1,中国平安人寿保险股份有限公司－传统－普通保险产品,34451576,2.945,境内法人股,600000
2006-06-30,,2,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,31830400,2.721,境内法人股,600000
2006-06-30,,3,中国平安人寿保险股份有限公司－分红－个险分红,24435164,2.088,境内法人股,600000
2006-06-30,,4,汉盛证券投资基金,18922856,1.617,境内法人股,600000
2006-06-30,,5,中国银行-嘉实服务增值行业证券投资基金,18625592,1.592,境内法人股,600000
2006-06-30,,6,裕隆证券投资基金,17199892,1.47,境内法人股,600000
2006-06-30,,7,中国工商银行-易方达价值精选股票型证券投资基金,16400443,1.402,境内法人股,600000
2006-06-30,,8,海通－中行－FORTIS BANK SA/NV,15734761,1.345,境外法人股,600000
2006-06-30,,9,中国工商银行-广发策略优选混合型证券投资基金,14572627,1.246,境内法人股,600000
2006-06-30,,10,交通银行-安顺证券投资基金,12880000,1.101,境内法人股,600000
2006-03-31,,1,中国平安人寿保险股份有限公司－传统－普通保险产品,26501212,2.945,境内法人股,600000
2006-03-31,,2,中国平安人寿保险股份有限公司－分红－个险分红,18796280,2.088,境内法人股,600000
2006-03-31,,3,中国银行-嘉实服务增值行业证券投资基金,17636600,1.96,境内法人股,600000
2006-03-31,,4,汉盛证券投资基金,14556043,1.617,境内法人股,600000
2006-03-31,,5,中国工商银行-上证50交易型开放式指数证券投资基金,14507662,1.612,境内法人股,600000
2006-03-31,,6,交通银行-易方达50指数证券投资基金,13998318,1.555,境内法人股,600000
2006-03-31,,7,交通银行-安顺证券投资基金,11880000,1.32,境内法人股,600000
2006-03-31,,8,海通－中行－FORTIS BANK SA/NV,10949816,1.217,境外法人股,600000
2006-03-31,,9,中国银行-景宏证券投资基金,10575081,1.175,境内法人股,600000
2006-03-31,,10,景福证券投资基金,10547199,1.172,境内法人股,600000
2005-12-31,,1,中国工商银行-上证50交易型开放式指数证券投资基金,28146562,3.127,境内法人股,600000
2005-12-31,,2,中国平安人寿保险股份有限公司－传统－普通保险产品,26501212,2.945,境内法人股,600000
2005-12-31,,3,中国平安人寿保险股份有限公司－分红－个险分红,18796280,2.088,境内法人股,600000
2005-12-31,,4,交通银行-易方达50指数证券投资基金,18479088,2.053,境内法人股,600000
2005-12-31,,5,招商银行股份有限公司-中信经典配置证券投资基金,16392974,1.821,境内法人股,600000
2005-12-31,,6,汉盛证券投资基金,15148943,1.683,境内法人股,600000
2005-12-31,,7,中国银行-嘉实服务增值行业证券投资基金,12832054,1.426,境内法人股,600000
2005-12-31,,8,中国农业银行-交银施罗德精选股票证券投资基金,11458340,1.273,境内法人股,600000
2005-12-31,,9,裕隆证券投资基金,9000000,1.0,境内法人股,600000
2005-12-31,,10,中国工商银行-广发聚富开放式证券投资基金,7947612,0.883,境内法人股,600000
2005-09-30,,1,中国平安人寿保险股份有限公司－传统－普通保险产品,26501212,2.945,境内法人股,600000
2005-09-30,,2,中国工商银行-上证50交易型开放式指数证券投资基金,24364562,2.707,境内法人股,600000
2005-09-30,,3,中国平安人寿保险股份有限公司－分红－个险分红,18796280,2.088,境内法人股,600000
2005-09-30,,4,交通银行-易方达50指数证券投资基金,16791088,1.866,境内法人股,600000
2005-09-30,,5,招商银行股份有限公司-中信经典配置证券投资基金,15777642,1.753,境内法人股,600000
2005-09-30,,6,汉盛证券投资基金,12353945,1.373,境内法人股,600000
2005-09-30,,7,国泰君安证券股份有限公司,10393609,1.155,国有股,600000
2005-09-30,,8,裕隆证券投资基金,10148389,1.128,境内法人股,600000
2005-09-30,,9,中国银行-嘉实服务增值行业证券投资基金,9666703,1.074,境内法人股,600000
2005-09-30,,10,中国工商银行-广发聚富开放式证券投资基金,7437612,0.826,境内法人股,600000
2005-06-30,,1,中国工商银行-上证50交易型开放式指数证券投资基金,31105262,3.456,境内法人股,600000
2005-06-30,,2,中国平安人寿保险股份有限公司－传统－普通保险产品,26501212,2.945,境内法人股,600000
2005-06-30,,3,中国平安人寿保险股份有限公司－分红－个险分红,18796280,2.088,境内法人股,600000
2005-06-30,,4,招商银行股份有限公司-中信经典配置证券投资基金,18262888,2.029,境内法人股,600000
2005-06-30,,5,交通银行-易方达50指数证券投资基金,13701940,1.522,境内法人股,600000
2005-06-30,,6,中国银行-嘉实服务增值行业证券投资基金,12309861,1.368,境内法人股,600000
2005-06-30,,7,中国农业银行-富国天瑞强势地区精选混合型开放式证券投资基金,8005715,0.89,境内法人股,600000
2005-06-30,,8,汉盛证券投资基金,7845635,0.872,境内法人股,600000
2005-06-30,,9,全国社保基金一零八组合,5582387,0.62,境内法人股,600000
2005-06-30,,10,中国银行-招商先锋证券投资基金,4979912,0.553,境内法人股,600000
2005-03-31,,1,中国工商银行-上证50交易型开放式指数证券投资基金,23941696,2.66,境内法人股,600000
2005-03-31,,2,招商银行股份有限公司-中信经典配置证券投资基金,18662888,2.074,境内法人股,600000
2005-03-31,,3,中国银行-嘉实服务增值行业证券投资基金,12953127,1.439,境内法人股,600000
2005-03-31,,4,国际金融－渣打－CITIGROUP GLOBAL MARKETS LIMITED,6737324,0.749,境外法人股,600000
2005-03-31,,5,中信证券－ 工行－ CREDIT SUISSE FIRST BOSTON (HONG KONG) LIMITED,6683795,0.743,境外法人股,600000
2005-03-31,,6,全国社保基金一一一组合,5461178,0.607,境内法人股,600000
2005-03-31,,7,中国工商银行-融通蓝筹成长证券投资基金,5236837,0.582,境内法人股,600000
2005-03-31,,8,中国建设银行-博时裕富证券投资基金,5125751,0.57,境内法人股,600000
2005-03-31,,9,汉盛证券投资基金,5074401,0.564,境内法人股,600000
2005-03-31,,10,大成价值增长证券投资基金,4954753,0.551,境内法人股,600000
2004-12-31,,1,招商银行股份有限公司-中信经典配置证券投资基金,18662888,2.074,境内法人股,600000
2004-12-31,,2,中国银行-嘉实服务增值行业证券投资基金,11953127,1.328,境内法人股,600000
2004-12-31,,3,中国银行-海富通收益增长证券投资基金,11674259,1.297,境内法人股,600000
2004-12-31,,4,中国工商银行-上证50交易型开放式指数证券投资基金,10194400,1.133,境内法人股,600000
2004-12-31,,5,交通银行-华安创新证券投资基金,7700000,0.856,境内法人股,600000
2004-12-31,,6,东海证券有限责任公司,7228111,0.803,国有股,600000
2004-12-31,,7,国际金融－渣打－CITIGROUP GLOBAL MARKETS LIMITED,6749724,0.75,境外法人股,600000
2004-12-31,,8,中信证券－工行－CREDIT SUISSE FIRST BOSTON (HONGKONG) LIMITED,6683795,0.743,境外法人股,600000
2004-12-31,,9,中国建设银行-博时裕富证券投资基金,6049432,0.672,境内法人股,600000
2004-12-31,,10,中国银行-同盛证券投资基金,5812596,0.646,境内法人股,600000
2004-09-30,,1,鹏华行业成长证券投资基金,15035286,1.671,境内法人股,600000
2004-09-30,,2,中信经典配置证券投资基金,14572426,1.619,境内法人股,600000
2004-09-30,,3,同盛证券投资基金,12912017,1.435,境内法人股,600000
2004-09-30,,4,海富通收益增长证券投资基金,10918059,1.213,境内法人股,600000
2004-09-30,,5,金鑫证券投资基金,9106026,1.012,境内法人股,600000
2004-09-30,,6,华安创新证券投资基金,8016391,0.891,境内法人股,600000
2004-09-30,,7,嘉实服务增值行业证券投资基金,7876367,0.875,境内法人股,600000
2004-09-30,,8,华宝兴业多策略增长证券投资基金,6212387,0.69,境内法人股,600000
2004-09-30,,9,易方达50指数证券投资基金,5971171,0.663,境内法人股,600000
2004-09-30,,10,光大证券有限责任公司,5939080,0.66,国有股,600000
2004-06-30,,1,同盛证券投资基金,24043988,2.672,境内法人股,600000
2004-06-30,,2,鹏华行业成长证券投资基金,15035286,1.671,境内法人股,600000
2004-06-30,,3,UBS LIMITED（瑞银华宝）,10424151,1.158,境外法人股,600000
2004-06-30,,4,国信证券有限责任公司,10018631,1.113,国有股,600000
2004-06-30,,5,普丰证券投资基金,7848465,0.872,境内法人股,600000
2004-06-30,,6,嘉实服务增值行业证券投资基金,7514449,0.835,境内法人股,600000
2004-06-30,,7,华宝兴业多策略增长证券投资基金,6353565,0.706,境内法人股,600000
2004-06-30,,8,华安创新证券投资基金,6115300,0.679,境内法人股,600000
2004-06-30,,9,鹏华中国50开放式证券投资基金,5695653,0.633,境内法人股,600000
2004-06-30,,10,易方达50指数证券投资基金,5323836,0.592,境内法人股,600000
2003-12-31,,1,申银万国证券股份有限公司,50054600,5.562,国有股,600000
2003-12-31,,2,同盛证券投资基金,23421232,2.602,境内法人股,600000
2003-12-31,,3,鹏华行业成长证券投资基金,22307992,2.479,境内法人股,600000
2003-12-31,,4,UBS LIMITED（瑞银华宝）,7616205,0.846,境外法人股,600000
2003-12-31,,5,金鑫证券投资基金,7550324,0.839,境内法人股,600000
2003-12-31,,6,世纪证券有限责任公司,6882195,0.765,国有股,600000
2003-12-31,,7,汉兴证券投资基金,5921727,0.658,境内法人股,600000
2003-12-31,,8,泰和证券投资基金,4534267,0.504,境内法人股,600000
2003-12-31,,9,博时裕富证券投资基金,4197332,0.466,境内法人股,600000
2003-12-31,,10,同智证券投资基金,3880427,0.431,境内法人股,600000
