SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Pacific Cataract And Laser Institute - Tacoma,Tacoma,98409,Cataract Removal with Implant of Lens,Outpatient Surgery,2167.56,2040.71,2259.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,185.85,167.05,218.12,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Diagnostic Imaging Northwest,Puyallup,98372,Esophagram,Outpatient Diagnostic,132.07,132.07,145.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Diagnostic Imaging Northwest,Puyallup,98372,Bone Mineral Density Scan,Outpatient Diagnostic,152.87,152.87,153.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,Spine Epidural Injection,Outpatient Diagnostic,1716.44,1631.04,1743.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harborview Medical Center,Seattle,98104,Echocardiogram,Outpatient Diagnostic,1304.13,122.83,1764.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Memorial Hospital,Astoria,97103,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,695.4,500.18,1051.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Gritman Medical Center,Moscow,83843,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,247.13,217.78,318,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kootenai Health,Coeur D Alene,83814,Diagnostic Colonoscopy,Outpatient Surgery,2380.33,1945.03,2617.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Association Of Chrmc And University Physicians,Seattle,98105,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,134.37,130.27,134.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,Colonoscopy and Biopsy,Outpatient Surgery,1063.91,1060.56,1742.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,X-ray of Knee: 3+ Views,Outpatient Diagnostic,52.8,52.8,53.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,Bone Mineral Density Scan,Outpatient Diagnostic,148.64,148.64,178.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Doctors Clinic,Bremerton,98310,Echocardiogram,Outpatient Diagnostic,435.93,435.93,445.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Franciscan Medical Group,Tacoma,98402,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,588.1,450.37,1364.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Franciscan Medical Group,Tacoma,98402,MRI of the Spine,Outpatient Diagnostic,654.81,456.6,654.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Kent Clinic,Kent,98030,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,117.01,95.37,117.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Kent Clinic,Kent,98030,X-ray of Knee: 3+ Views,Outpatient Diagnostic,62.54,51.91,67.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Kent Clinic,Kent,98030,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,159.85,153.45,196.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Orthopedic Specialists Of Seattle,Seattle,98103,X-ray of Hip: 2+ Views,Outpatient Diagnostic,58.32,55.14,59.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Feminist Women'S Health Center, Cedar River Clinics - Renton",Renton,98057,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,138,136.94,162.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Highline Imaging,Burien,98166,Bone Mineral Density Scan,Outpatient Diagnostic,152.13,138.48,152.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bramar Medical Group,Richland,99352,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,97.37,88.88,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Surgery Center - Poulsbo,Poulsbo,98370,Spine Epidural Injection,Outpatient Diagnostic,637.63,585.18,637.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Ambulatory Surgical Clinic,Seattle,98104,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1346.07,1129.51,1673.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Ambulatory Surgical Clinic,Seattle,98104,Diagnostic Colonoscopy,Outpatient Surgery,1220.37,1172.33,1238.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pinnacle Pain Center,Bellingham,98226,Spine Epidural Injection,Outpatient Diagnostic,917.78,784.55,917.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,MRI of the Spine,Outpatient Diagnostic,820.62,654.81,972.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Highlands Surgery Center,Issaquah,98029,Knee Arthroscopy,Outpatient Surgery,4051.92,3169.28,5035.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Highlands Surgery Center,Issaquah,98029,X-ray of Hip: 2+ Views,Outpatient Diagnostic,52.66,52.14,56.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates Ambulatory Surgery Center,Renton,98055,Discectomy,Outpatient Surgery,5390.72,5344.1,5442.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Orthopedic Center,Edmonds,98026,X-ray of Knee: 3+ Views,Outpatient Diagnostic,52.27,51.72,53.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Seattle Surgery Center,Seattle,98104,Knee Arthroscopy,Outpatient Surgery,3931.17,3183.17,5481.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Surgery Center,Olympia,98506,Hysteroscopy with Biopsy,Outpatient Surgery,3843.51,2454.9,4131.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Southwest Washington Regional Surgery Center,Vancouver,98664,Diagnostic Colonoscopy,Outpatient Surgery,1283.28,1086.22,1582.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Spokane Digestive Disease Center,Spokane,99204,Colonoscopy with Lesion Removal,Outpatient Surgery,1452.24,1357.24,1630.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Surgery Center,Spokane,99201,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1093.49,825.86,1446.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Surgery Center Of Silverdale,Silverdale,98383,Diagnostic Colonoscopy,Outpatient Surgery,1253.09,1179.7,1272.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Surgery Center Of Silverdale,Silverdale,98383,Cataract Removal with Implant of Lens,Outpatient Surgery,2537.02,2501.51,2558.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Ambulatory Surgery Center,Silverdale,98383,Colonoscopy with Lesion Removal,Outpatient Surgery,1136.23,1136.23,1243.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Partial Mastectomy,Outpatient Surgery,7369.16,4820.51,9328.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Colonoscopy and Biopsy,Outpatient Surgery,1793.25,1632.75,2315.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,450.71,423.05,458.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Glaucoma: Laser Trabeculoplasty Surgery,Outpatient Surgery,786.29,696.58,977.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Screening Digital Mammogram,Outpatient Diagnostic,309.06,274.98,309.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Polyclinic Surgery Center,Seattle,98122,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,274.76,264.04,296.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Spokane Eye Surgery Center,Spokane,99204,Glaucoma: Laser Trabeculoplasty Surgery,Outpatient Surgery,646.63,572.65,739.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Rainier Orthopedic Institute,Puyallup,98374,MRI of the Spine,Outpatient Diagnostic,677.51,654.81,679.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Surgery Center At Tri-City Orthopaedic,Kennewick,99336,Total Knee Replacement: Outpatient,Outpatient Surgery,20251.61,19221.36,20843.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic,Vancouver,98664,Bone Mineral Density Scan,Outpatient Diagnostic,122.69,117.3,130.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic,Vancouver,98664,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,321.28,310.7,325.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Gastroenterology,Spokane Valley,99216,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,66.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Bellevue Ambulatory Surgical Center,Bellevue,98004,Colonoscopy and Biopsy,Outpatient Surgery,2060.91,2025.87,2671.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center- Lynnwood Asc,Lynnwood,98036,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1788.11,1562.76,2447.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Waldron Endoscopy Center,Tacoma,98405,Colonoscopy and Biopsy,Outpatient Surgery,1578.75,1296,1797.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,X-ray of Knee: 3+ Views,Outpatient Diagnostic,60.53,60.48,66.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Echocardiogram,Outpatient Diagnostic,320,261.6,320,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Screening Digital Mammogram,Outpatient Diagnostic,235.37,221.94,235.38,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Walla Walla Clinic Ambulatory Surgery Center,Walla Walla,99362,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,219.91,219.89,223.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Washington Orthopaedic Center,Centralia,98531,Knee Arthroscopy,Outpatient Surgery,5224.03,3895.07,5661.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Yakima Ambulatory Surgery Center,Yakima,98902,Cataract Removal with Implant of Lens,Outpatient Surgery,2671.18,2296.68,2841.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inland Imaging Associates,Spokane,99202,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1781.72,1680.41,2731.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inland Imaging Associates,Spokane,99202,Bone Mineral Density Scan,Outpatient Diagnostic,191.83,130.13,206.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inland Imaging Associates,Spokane,99202,Hysterosalpingogram (HSG),Outpatient Diagnostic,420.2,367.66,428.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Breast Diagnostic Center,Auburn,98002,Screening Digital Mammogram,Outpatient Diagnostic,182.58,182.58,188.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellevue Medical Imaging,Bellevue,98004,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,178.61,175.42,189.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tra - Medical Imaging,Tacoma,98405,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,193.83,193.83,196.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tra - Medical Imaging,Tacoma,98405,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,277.61,277.61,283.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tra - Medical Imaging,Tacoma,98405,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,229.33,229.33,237.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,220.87,182.35,220.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Colonoscopy and Biopsy,Outpatient Surgery,2006.96,1663.63,3742.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Everett Clinic - Founders Building,Everett,98201,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,201.01,190.97,210.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Radiology,Olympia,98506,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1741.96,1430.77,2253.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Radiology,Olympia,98506,X-ray of Hip: 2+ Views,Outpatient Diagnostic,51.75,49.05,51.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Radiology,Olympia,98506,Esophagram,Outpatient Diagnostic,108.1,102.46,108.1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Skagit Digital Imaging, Breast Care Center",Mount Vernon,98274,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,169.4,159.64,198.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Valley Hospital,Spokane Valley,99216,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,382.99,363.16,403.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,123.45,120.25,144.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mt. Baker Imaging,Lynden,98264,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,234,233.85,289.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Esophagram,Outpatient Diagnostic,264.42,254.54,271.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,209.44,196.8,250.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,591.89,477.26,615.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,MRI of the Spine,Outpatient Diagnostic,820.76,634.65,943,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Three Rivers Hospital,Brewster,98812,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,336.98,335.09,351.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Trios Health,Kennewick,99336,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,109.03,79.66,420.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Trios Health,Kennewick,99336,Discectomy,Outpatient Surgery,15671.1,13244.53,26550,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-State Memorial Hospital,Clarkston,99403,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,3184.34,2941.96,3426.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-State Memorial Hospital,Clarkston,99403,Spine Epidural Injection,Outpatient Diagnostic,1661.5,118.59,1768.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Knee Arthroscopy,Outpatient Surgery,8312.84,7131.19,10497.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2413.69,1932.47,2938.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Diagnostic Colonoscopy,Outpatient Surgery,2378.08,2127.12,2652.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Colonoscopy with Lesion Removal,Outpatient Surgery,2834.93,1198.14,3658.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Discectomy,Outpatient Surgery,15254.86,11952.65,17818.12,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,421.48,346.82,517.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,504.34,422.59,578.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,532.69,471.57,589.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Spine Epidural Injection,Outpatient Diagnostic,291.96,280.58,312.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Esophagram,Outpatient Diagnostic,258.42,243.47,284.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Tubal Ligation: Laparoscopic,Outpatient Surgery,6539.44,1496.52,9202.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Prostatectomy (TURP),Outpatient Surgery,9123.84,5702.71,10122.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kadlec Regional Medical Center,Richland,99352,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,381.35,315.4,448.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kittitas Valley Healthcare,Ellensburg,98926,Bone Mineral Density Scan,Outpatient Diagnostic,303.91,174.63,307.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kittitas Valley Healthcare,Ellensburg,98926,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,363.79,315.82,379.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kittitas Valley Healthcare,Ellensburg,98926,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,283.76,218.8,283.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Klickitat Valley Health,Goldendale,98620,Bone Mineral Density Scan,Outpatient Diagnostic,283.28,138.48,291.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,Esophagram,Outpatient Diagnostic,262.76,210.61,325.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,Partial Mastectomy,Outpatient Surgery,14738.31,6521.67,18130.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2143,1895.2,2559.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,X-ray of Knee: 3+ Views,Outpatient Diagnostic,174.46,98.79,197.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mason General Hospital & Family Of Clinics,Shelton,98584,Bone Mineral Density Scan,Outpatient Diagnostic,274.72,140.29,287.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mason General Hospital & Family Of Clinics,Shelton,98584,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,834.39,801.15,872.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Morton General Hospital,Morton,98356,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,795.6,731.7,838.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Auburn Medical Center,Auburn,98001,X-ray of Hip: 2+ Views,Outpatient Diagnostic,172.12,115.97,201.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Auburn Medical Center,Auburn,98001,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,577.21,475.23,786.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,6638.81,4319.26,7889.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,Hysteroscopy with Biopsy,Outpatient Surgery,9335.01,8506.62,18362.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,979.68,829.02,1297.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Partial Mastectomy,Outpatient Surgery,15885.96,10403.65,20396.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Spine Epidural Injection,Outpatient Diagnostic,2331.25,1793.55,2688.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,202.56,165.68,509.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,681.26,473.2,714.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Hysterosalpingogram (HSG),Outpatient Diagnostic,1178.95,1008,1238.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Center,Port Angeles,98362,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,311.86,147.17,468.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Center,Port Angeles,98362,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2105.86,1720.94,2425.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Center,Port Angeles,98362,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,727.65,493.16,812.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Othello Community Hospital,Othello,99344,Screening Digital Mammogram,Outpatient Diagnostic,400.79,326.76,484.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Othello Community Hospital,Othello,99344,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,561.47,488.88,561.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Partial Mastectomy,Outpatient Surgery,12705.22,9445.12,17457.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Spine Epidural Injection,Outpatient Diagnostic,1644.42,1632.03,1818.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Discectomy,Outpatient Surgery,13186.34,8136.59,14998,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,After-Cataract Laser Surgery,Outpatient Surgery,1526.72,1422.01,1530.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,X-ray of Hip: 2+ Views,Outpatient Diagnostic,140.02,122.91,156.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,X-ray of Knee: 3+ Views,Outpatient Diagnostic,127.69,122.91,140.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Esophagram,Outpatient Diagnostic,260.17,258.46,317.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth Peace Island Medical Center,Friday Harbor,98250,X-ray of Knee: 3+ Views,Outpatient Diagnostic,420.17,408.47,435.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth Peace Island Medical Center,Friday Harbor,98250,Echocardiogram,Outpatient Diagnostic,314.87,314.87,314.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth Southwest Medical Center,Vancouver,98664,Coronary Artery Angiogram,Outpatient Surgery,11465.61,8549.06,14199.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth Southwest Medical Center,Vancouver,98664,Mastectomy with Breast Reconstruction: Outpatient,Outpatient Surgery,51814.98,39526.63,57329.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. John Medical Center,Longview,98632,Partial Mastectomy,Outpatient Surgery,16681.95,7338.05,21071.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
