SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Hospital,Harrison Medical Center,Bremerton,98310,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lincoln Hospital,Davenport,99122,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.96,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.77,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Ferry County Memorial Hospital,Republic,99166,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Forks Community Hospital,Forks,98331,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mid-Valley Hospital,Omak,98841,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,14.71,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lourdes Medical Center,Pasco,99301,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mason General Hospital & Family Of Clinics,Shelton,98584,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.11,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Quincy Valley Medical Center,Quincy,98848,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,3.37,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Regional Hospital For Respiratory & Complex Care,Burien,98166,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,6.61,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.81,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.12,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.09,0.82,1.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.61,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Auburn Medical Center,Auburn,98001,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.46,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Good Samaritan Hospital,Puyallup,98372,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.18,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,North Valley Hospital,Tonasket,98855,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.12,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.02,0.69,1.34,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,30.42,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.96,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth Peace Island Medical Center,Friday Harbor,98250,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,3.68,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth Southwest Medical Center,Vancouver,98664,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.31,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. Joseph Medical Center,Bellingham,98225,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.81,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.77,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish First Hill,Seattle,98122,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish First Hill,Seattle,98122,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.4,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Toppenish Community Hospital,Toppenish,98948,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,15.69,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - University Of Washington Medical Center,Seattle,98195,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.1,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Valley Medical Center,Renton,98055,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.14,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.38,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.76,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pullman Regional Hospital,Pullman,99163,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.76,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,20.92,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.13,0.1,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.76,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.63,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Anthony Hospital,Gig Harbor,98332,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Elizabeth Hospital,Enumclaw,98022,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,26.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Elizabeth Hospital,Enumclaw,98022,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.0,0.79,1.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,24.08,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.42,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.82,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Jefferson Healthcare,Port Townsend,98368,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.59,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Klickitat Valley Health,Goldendale,98620,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.7,0.39,1.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.49,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lincoln Hospital,Davenport,99122,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Coulee Medical Center,Grand Coulee,99133,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,71.43,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,20.46,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.13,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.42,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.13,0.75,1.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mid-Valley Hospital,Omak,98841,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,2.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mason General Hospital & Family Of Clinics,Shelton,98584,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.92,0.5,1.34,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.75,0.39,1.12,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whitman Hospital & Medical Center,Colfax,99111,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.85,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.86,0.49,1.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Deaconess Hospital,Spokane,99204,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.85,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.91,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.68,0.45,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lourdes Medical Center,Pasco,99301,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Yakima Regional Medical & Cardiac Center,Yakima,98902,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Good Samaritan Hospital,Puyallup,98372,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.84,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Mary Bridge Children'S Hospital & Health Center,Tacoma,98405,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,North Valley Hospital,Tonasket,98855,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.13,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,16.28,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Othello Community Hospital,Othello,99344,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.94,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth Peace Island Medical Center,Friday Harbor,98250,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth Southwest Medical Center,Vancouver,98664,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.69,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish First Hill,Seattle,98122,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.67,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.15,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.77,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.76,0.41,1.12,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.77,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
