YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,%PovertyLevel,Age(years),BirthOrder,Education,Gender,MaritalStatus,Metropolitan,Race/Ethnicity,WICParticipation,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2016,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,48.7,48.7,,,39.9,57.6,398,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q007,VALUE,51,Total,Total,OVR,OVERALL
2008,2008,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,9.9,9.9,,,7.2,13.5,395,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q008,VALUE,37,Total,Total,OVR,OVERALL
2015,2015,KY,Kentucky,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.1,21.1,,,15.7,27.8,257,Total,,,,,,,,,,"(37.645970271000465, -84.77497104799966)",BF,BF1,Q008,VALUE,21,Total,Total,OVR,OVERALL
2002,2002,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,45.2,45.2,,,38.8,51.6,325,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q005,VALUE,27,Total,Total,OVR,OVERALL
2006,2006,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,56.2,56.2,,,49.9,62.2,353,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q005,VALUE,15,Total,Total,OVR,OVERALL
2008,2008,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,33.8,33.8,,,27.6,40.6,272,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q001,VALUE,27,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,57.2,57.2,,,51.1,63.1,786,,,,,,,,,Asian,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,92.4,92.0,,,90.6,93.8,2723,,600 or greater,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2004,2004,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.0,75.0,,,71.7,78.0,2264,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q006,VALUE,48,Total,Total,OVR,OVERALL
2005,2005,PA,Pennsylvania,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,68.9,68.9,,,64.5,72.9,807,Total,,,,,,,,,,"(40.79373015200048, -77.86070029399963)",BF,BF1,Q006,VALUE,42,Total,Total,OVR,OVERALL
2016,2016,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,35.9,35.9,,,27.6,45.1,132,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q002,VALUE,44,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.8,32.8,,,31.1,34.6,8719,,,,,,,,,,Ineligible,,BF,BF1,Q001,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2014,2014,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,59.6,60.0,,,53.0,65.9,266,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q007,VALUE,15,Total,Total,OVR,OVERALL
2015,2015,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,47.2,47.2,,,40.8,53.7,277,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q004,VALUE,15,Total,Total,OVR,OVERALL
2006,2006,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,74.6,74.6,,,67.9,80.3,326,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q006,VALUE,09,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.6,26.6,,,20.2,34.2,634,,,,,,,,,Asian,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2010,2010,PA,Pennsylvania,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,72.5,72.5,,,66.8,77.6,587,Total,,,,,,,,,,"(40.79373015200048, -77.86070029399963)",BF,BF1,Q006,VALUE,42,Total,Total,OVR,OVERALL
2008,2008,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,61.6,61.6,,,56.0,67.0,410,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q006,VALUE,45,Total,Total,OVR,OVERALL
2006,2006,AZ,Arizona,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.1,77.1,,,71.3,82.0,412,Total,,,,,,,,,,"(34.865970280000454, -111.76381127699972)",BF,BF1,Q006,VALUE,04,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,38.3,38.3,,,33.5,43.4,1654,,,,,,,,Non-metropolitan,,,,BF,BF1,Q002,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2012,2012,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,54.4,54.4,,,45.1,63.3,209,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q007,VALUE,30,Total,Total,OVR,OVERALL
2016,2016,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,21.0,21.0,,,18.1,24.1,1683,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q003,VALUE,48,Total,Total,OVR,OVERALL
2011,2011,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,32.8,32.8,,,25.0,41.6,217,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q002,VALUE,06,Total,Total,OVR,OVERALL
2007,2007,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.3,15.3,,,11.3,20.5,274,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q008,VALUE,38,Total,Total,OVR,OVERALL
2001,2001,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,72.0,72.0,,,67.0,76.5,680,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q006,VALUE,55,Total,Total,OVR,OVERALL
2005,2005,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,32.6,32.6,,,27.1,38.6,404,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q007,VALUE,51,Total,Total,OVR,OVERALL
2005,2005,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,45.1,45.1,,,36.3,54.2,166,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q002,VALUE,31,Total,Total,OVR,OVERALL
2007,2007,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.7,18.7,,,14.8,23.3,374,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q004,VALUE,19,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,26.0,26.0,,,23.9,28.1,5276,,Less than 100,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,Less than 100,POV,POV0099
2010,2010,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,23.7,23.7,,,18.4,29.9,272,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q004,VALUE,35,Total,Total,OVR,OVERALL
2002,2002,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,46.0,46.0,,,43.5,48.5,4148,,400 - 599,,,,,,,,,,BF,BF1,Q005,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2010,2010,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,54.4,54.4,,,46.4,62.2,240,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q005,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.6,90.6,,,85.7,94.0,278,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q006,VALUE,15,Total,Total,OVR,OVERALL
2016,2016,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,84.5,84.5,,,77.1,89.8,196,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q006,VALUE,19,Total,Total,OVR,OVERALL
2013,2013,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,65.3,65.3,,,58.7,71.5,278,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q005,VALUE,15,Total,Total,OVR,OVERALL
2005,2005,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,17.0,17.0,,,13.9,20.6,1028,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q004,VALUE,17,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,63.6,63.6,,,61.9,65.4,7612,,,,,High school graduate,,,,,,,BF,BF1,Q006,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,51.8,51.8,,,50.4,53.2,16441,Total,,,,,,,,,,,BF,BF1,Q005,VALUE,59,Total,Total,OVR,OVERALL
2015,2015,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,43.8,43.8,,,37.4,50.5,334,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q007,VALUE,13,Total,Total,OVR,OVERALL
2016,2016,NH,New Hampshire,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,87.6,87.6,,,81.8,91.8,256,Total,,,,,,,,,,"(43.65595011300047, -71.50036091999965)",BF,BF1,Q006,VALUE,33,Total,Total,OVR,OVERALL
2005,2005,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.1,33.1,,,25.0,42.4,148,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q002,VALUE,29,Total,Total,OVR,OVERALL
2014,2014,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,29.4,29.0,,,21.7,38.5,147,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q002,VALUE,44,Total,Total,OVR,OVERALL
2013,2013,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,42.6,42.6,,,35.3,50.3,225,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q004,VALUE,49,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,37.3,37.3,,,20.3,58.2,125,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,28.0,28.0,,,22.5,34.3,300,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q004,VALUE,45,Total,Total,OVR,OVERALL
2014,2014,AK,Alaska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,55.9,56.0,,,49.5,62.1,312,Total,,,,,,,,,,"(64.84507995700051, -147.72205903599973)",BF,BF1,Q007,VALUE,02,Total,Total,OVR,OVERALL
2000,2000,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,20.7,20.7,,,11.0,35.5,328,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q004,VALUE,13,Total,Total,OVR,OVERALL
2008,2008,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.9,58.9,,,52.4,65.1,444,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q005,VALUE,49,Total,Total,OVR,OVERALL
2015,2015,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,57.0,57.0,,,49.5,64.2,229,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q005,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,58.0,58.0,,,50.8,64.9,226,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q007,VALUE,50,Total,Total,OVR,OVERALL
2005,2005,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.9,90.9,,,87.3,93.6,613,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q006,VALUE,53,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,43.2,43.2,,,41.7,44.6,12834,,,,,,Male,,,,,,BF,BF1,Q005,VALUE,59,Gender,Male,GEN,MALE
2010,2010,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.7,18.7,,,14.9,23.1,578,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q004,VALUE,17,Total,Total,OVR,OVERALL
2004,2004,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,20.9,20.9,,,16.1,26.7,445,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q003,VALUE,24,Total,Total,OVR,OVERALL
2005,2005,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,33.2,33.2,,,29.1,37.6,1005,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q007,VALUE,17,Total,Total,OVR,OVERALL
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,10.2,10.2,,,7.6,13.7,3353,,,,,,,Unmarried,,,,,BF,BF1,Q004,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,27.3,27.3,,,25.6,29.1,11133,,,30 or older,,,,,,,,,BF,BF1,Q008,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2014,2014,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,32.0,32.0,,,26.1,38.4,277,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q008,VALUE,56,Total,Total,OVR,OVERALL
2000,2000,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,20.7,20.7,,,13.6,30.2,189,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q004,VALUE,15,Total,Total,OVR,OVERALL
2014,2014,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,22.6,23.0,,,16.7,29.7,240,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q002,VALUE,53,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.9,90.9,,,87.5,93.5,648,,,,,,,,,Asian,,,BF,BF1,Q006,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2006,2006,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,40.6,40.6,,,32.8,48.9,227,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q002,VALUE,49,Total,Total,OVR,OVERALL
2005,2005,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,47.9,47.9,,,41.6,54.3,323,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q005,VALUE,56,Total,Total,OVR,OVERALL
2006,2006,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,38.7,38.7,,,33.4,44.4,362,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q007,VALUE,23,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,43.0,43.0,,,41.6,44.5,12790,,,,,,,,,,Ineligible,,BF,BF1,Q007,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2000,2000,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.2,16.2,,,10.0,25.4,473,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q004,VALUE,47,Total,Total,OVR,OVERALL
2004,2004,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.3,12.3,,,9.2,16.2,410,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q008,VALUE,46,Total,Total,OVR,OVERALL
2015,2015,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,10.6,10.6,,,7.0,15.9,254,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q003,VALUE,08,Total,Total,OVR,OVERALL
2001,2001,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,8.0,8.0,,,5.4,11.7,321,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q004,VALUE,05,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,83.8,83.8,,,81.6,85.9,2987,,600 or greater,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2004,2004,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,19.3,19.3,,,16.7,22.2,2264,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q004,VALUE,48,Total,Total,OVR,OVERALL
2000,2000,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,12.1,12.1,,,6.0,23.2,146,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q004,VALUE,31,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,78.5,78.5,,,76.9,80.0,8841,,,,First born,,,,,,,,BF,BF1,Q006,VALUE,59,Birth Order,First born,BO,BOFIRST
2000,2000,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,3.7,3.7,,,1.8,7.4,126,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q004,VALUE,28,Total,Total,OVR,OVERALL
2002,2002,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,19.4,19.4,,,15.6,23.9,757,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q005,VALUE,22,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,26.2,26.2,,,24.9,27.5,15017,,,,First born,,,,,,,,BF,BF1,Q004,VALUE,59,Birth Order,First born,BO,BOFIRST
2007,2007,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,39.4,39.4,,,29.8,49.9,110,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q002,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,52.9,52.9,,,44.1,61.5,201,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q005,VALUE,46,Total,Total,OVR,OVERALL
2005,2005,DC,District of Columbia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,47.0,47.0,,,40.2,53.8,270,Total,,,,,,,,,,"(38.89037138500049, -77.03196112699965)",BF,BF1,Q001,VALUE,11,Total,Total,OVR,OVERALL
2014,2014,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,24.0,24.0,,,18.5,30.4,236,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q008,VALUE,35,Total,Total,OVR,OVERALL
2011,2011,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,32.0,32.0,,,25.5,39.4,237,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q007,VALUE,45,Total,Total,OVR,OVERALL
2011,2011,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,39.6,39.6,,,32.8,46.8,282,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q007,VALUE,34,Total,Total,OVR,OVERALL
2004,2004,AL,Alabama,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,47.9,47.9,,,37.0,58.9,118,Total,,,,,,,,,,"(32.84057112200048, -86.63186076199969)",BF,BF1,Q002,VALUE,01,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,66.1,66.1,,,64.1,68.1,7082,,,,,College graduate,,,,,,,BF,BF1,Q005,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2015,2015,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,23.7,23.7,,,17.2,31.6,241,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q003,VALUE,32,Total,Total,OVR,OVERALL
2008,2008,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,20.0,20.0,,,15.9,24.9,415,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q004,VALUE,26,Total,Total,OVR,OVERALL
2013,2013,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,42.9,42.9,,,36.5,49.5,278,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q004,VALUE,15,Total,Total,OVR,OVERALL
2016,2016,AK,Alaska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,61.9,61.9,,,55.1,68.4,240,Total,,,,,,,,,,"(64.84507995700051, -147.72205903599973)",BF,BF1,Q007,VALUE,02,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,52.5,52.5,,,44.9,60.1,634,,,,,,,,,Asian,,,BF,BF1,Q007,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.0,58.0,,,55.2,60.8,3190,,600 or greater,,,,,,,,,,BF,BF1,Q005,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
